proper_names	mapping_vec
ENSG00000179673	RPRML
ENSG00000179674	ARL14
ENSG00000179676	LINC00305
ENSG00000179698	WDR97
ENSG00000179709	NLRP8
ENSG00000179715	PCED1B
ENSG00000179743	
ENSG00000179750	APOBEC3B
ENSG00000179751	SYCN
ENSG00000179761	PIPOX
ENSG00000179766	ATP8B5P
ENSG00000179772	FOXS1
ENSG00000179774	ATOH7
ENSG00000179776	CDH5
ENSG00000179796	LRRC3B
ENSG00000179813	FAM216B
ENSG00000179817	MRGPRX4
ENSG00000179818	PCBP1-AS1
ENSG00000179820	MYADM
ENSG00000179826	MRGPRX3
ENSG00000179832	MROH1
ENSG00000179833	SERTAD2
ENSG00000179840	PIK3CD-AS1
ENSG00000179841	AKAP5
ENSG00000179846	NKPD1
ENSG00000179855	GIPC3
ENSG00000179859	RNF227
ENSG00000179862	CITED4
ENSG00000179869	ABCA13
ENSG00000179873	NLRP11
ENSG00000179886	TIGD5
ENSG00000179889	PDXDC1
ENSG00000179902	C1orf194
ENSG00000179909	ZNF154
ENSG00000179913	B3GNT3
ENSG00000179914	ITLN1
ENSG00000179915	NRXN1
ENSG00000179918	SEPHS2
ENSG00000179921	GPBAR1
ENSG00000179922	ZNF784
ENSG00000179933	C14orf119
ENSG00000179934	CCR8
ENSG00000179935	LINC00652
ENSG00000179941	BBS10
ENSG00000179943	FIZ1
ENSG00000179950	PUF60
ENSG00000179954	SSC5D
ENSG00000179958	DCTPP1
ENSG00000179965	ZNF771
ENSG00000179979	
ENSG00000179981	TSHZ1
ENSG00000179988	PSTK
ENSG00000180008	SOCS4
ENSG00000180011	ZADH2
ENSG00000180016	OR1E1
ENSG00000180019	
ENSG00000180035	ZNF48
ENSG00000180042	
ENSG00000180043	FAM71E2
ENSG00000180044	C3orf80
ENSG00000180061	TMEM150B
ENSG00000180066	C10orf91
ENSG00000180081	
ENSG00000180083	WFDC11
ENSG00000180089	TMEM86B
ENSG00000180098	TRNAU1AP
ENSG00000180104	EXOC3
ENSG00000180113	TDRD6
ENSG00000180116	C12orf40
ENSG00000180155	LYNX1
ENSG00000180176	TH
ENSG00000180182	MED14
ENSG00000180185	FAHD1
ENSG00000180190	TDRP
ENSG00000180198	RCC1
ENSG00000180205	WFDC9
ENSG00000180209	MYLPF
ENSG00000180210	F2
ENSG00000180219	FAM71C
ENSG00000180228	PRKRA
ENSG00000180229	HERC2P3
ENSG00000180233	ZNRF2
ENSG00000180245	RRH
ENSG00000180259	PRNT
ENSG00000180263	FGD6
ENSG00000180279	LINC01869
ENSG00000180287	PLD5
ENSG00000180304	OAZ2
ENSG00000180305	WFDC10A
ENSG00000180316	PNPLA1
ENSG00000180318	ALX1
ENSG00000180329	CCDC43
ENSG00000180332	KCTD4
ENSG00000180336	MEIOC
ENSG00000180340	FZD2
ENSG00000180346	TIGD2
ENSG00000180347	ITPRID1
ENSG00000180353	HCLS1
ENSG00000180354	MTURN
ENSG00000180357	ZNF609
ENSG00000180370	PAK2
ENSG00000180376	CCDC66
ENSG00000180383	DEFB124
ENSG00000180385	EMC3-AS1
ENSG00000180398	MCFD2
ENSG00000180422	LINC00304
ENSG00000180423	HARBI1
ENSG00000180424	DEFB123
ENSG00000180425	C11orf71
ENSG00000180432	CYP8B1
ENSG00000180438	TPRXL
ENSG00000180440	SERTM1
ENSG00000180447	GAS1
ENSG00000180448	
ENSG00000180458	
ENSG00000180479	ZNF571
ENSG00000180483	DEFB119
ENSG00000180488	MIGA1
ENSG00000180509	KCNE1
ENSG00000180525	PRR26
ENSG00000180530	NRIP1
ENSG00000180532	ZSCAN4
ENSG00000180537	RNF182
ENSG00000180543	TSPYL5
ENSG00000180549	FUT7
ENSG00000180573	H2AC6
ENSG00000180592	SKIDA1
ENSG00000180596	H2BC4
ENSG00000180611	MB21D2
ENSG00000180626	ZNF594
ENSG00000180628	PCGF5
ENSG00000180638	SLC47A2
ENSG00000180644	PRF1
ENSG00000180660	MAB21L1
ENSG00000180663	VN1R3
ENSG00000180667	YOD1
ENSG00000180694	TMEM64
ENSG00000180697	C3orf22
ENSG00000180712	LINC02363
ENSG00000180720	CHRM4
ENSG00000180730	SHISA2
ENSG00000180739	S1PR5
ENSG00000180745	CLRN3
ENSG00000180758	GPR157
ENSG00000180767	CHST13
ENSG00000180769	WDFY3-AS2
ENSG00000180772	AGTR2
ENSG00000180773	SLC36A4
ENSG00000180776	ZDHHC20
ENSG00000180777	ANKRD30B
ENSG00000180785	OR51E1
ENSG00000180787	ZFP3
ENSG00000180801	ARSJ
ENSG00000180817	PPA1
ENSG00000180822	PSMG4
ENSG00000180828	BHLHE22
ENSG00000180834	MAP6D1
ENSG00000180846	CSNK1G2-AS1
ENSG00000180869	LINC01555
ENSG00000180871	CXCR2
ENSG00000180875	GREM2
ENSG00000180878	C11orf42
ENSG00000180879	SSR4
ENSG00000180881	CAPS2
ENSG00000180884	ZNF792
ENSG00000180891	CUEDC1
ENSG00000180900	SCRIB
ENSG00000180901	KCTD2
ENSG00000180902	D2HGDH
ENSG00000180910	TTTY11
ENSG00000180914	OXTR
ENSG00000180917	CMTR2
ENSG00000180921	FAM83H
ENSG00000180929	GPR62
ENSG00000180938	ZNF572
ENSG00000180957	PITPNB
ENSG00000180964	TCEAL8
ENSG00000180979	LRRC57
ENSG00000180992	MRPL14
ENSG00000180998	GPR137C
ENSG00000180999	C1orf105
ENSG00000181004	BBS12
ENSG00000181007	ZFP82
ENSG00000181013	
ENSG00000181016	LSMEM1
ENSG00000181019	NQO1
ENSG00000181026	AEN
ENSG00000181027	FKRP
ENSG00000181031	RPH3AL
ENSG00000181035	SLC25A42
ENSG00000181045	SLC26A11
ENSG00000181061	HIGD1A
ENSG00000181072	CHRM2
ENSG00000181085	MAPK15
ENSG00000181090	EHMT1
ENSG00000181092	ADIPOQ
ENSG00000181104	F2R
ENSG00000181123	
ENSG00000181135	ZNF707
ENSG00000181143	MUC16
ENSG00000181163	NPM1
ENSG00000181171	FER1L6-AS1
ENSG00000181191	PJA1
ENSG00000181192	DHTKD1
ENSG00000181195	PENK
ENSG00000181214	OR8G2P
ENSG00000181220	ZNF746
ENSG00000181222	POLR2A
ENSG00000181234	TMEM132C
ENSG00000181240	SLC25A41
ENSG00000181264	TLCD5
ENSG00000181274	FRAT2
ENSG00000181291	TMEM132E
ENSG00000181296	OR5G1P
ENSG00000181322	NME9
ENSG00000181350	LRRC75A
ENSG00000181355	OFCC1
ENSG00000181374	CCL13
ENSG00000181378	CFAP65
ENSG00000181381	DDX60L
ENSG00000181392	SYNE4
ENSG00000181396	OGFOD3
ENSG00000181408	UTS2R
ENSG00000181409	AATK
ENSG00000181418	DDN
ENSG00000181433	SAGE1
ENSG00000181444	ZNF467
ENSG00000181450	ZNF678
ENSG00000181458	TMEM45A
ENSG00000181467	RAP2B
ENSG00000181472	ZBTB2
ENSG00000181481	RNF135
ENSG00000181513	ACBD4
ENSG00000181523	SGSH
ENSG00000181541	MAB21L2
ENSG00000181544	FANCB
ENSG00000181552	EDDM3B
ENSG00000181555	SETD2
ENSG00000181562	EDDM3A
ENSG00000181577	C6orf223
ENSG00000181585	TMIE
ENSG00000181588	MEX3D
ENSG00000181609	OR52D1
ENSG00000181610	MRPS23
ENSG00000181617	FDCSP
ENSG00000181631	P2RY13
ENSG00000181634	TNFSF15
ENSG00000181649	PHLDA2
ENSG00000181652	ATG9B
ENSG00000181656	GPR88
ENSG00000181666	ZNF875
ENSG00000181690	PLAG1
ENSG00000181704	YIPF6
ENSG00000181722	ZBTB20
ENSG00000181744	DIPK2A
ENSG00000181751	C5orf30
ENSG00000181754	AMIGO1
ENSG00000181773	GPR3
ENSG00000181778	TMEM252
ENSG00000181781	ODF3L2
ENSG00000181786	ACTL9
ENSG00000181788	SIAH2
ENSG00000181789	COPG1
ENSG00000181790	ADGRB1
ENSG00000181798	LINC00471
ENSG00000181800	CELF2-AS1
ENSG00000181804	SLC9A9
ENSG00000181817	LSM10
ENSG00000181826	RELL1
ENSG00000181827	RFX7
ENSG00000181830	SLC35C1
ENSG00000181847	TIGIT
ENSG00000181852	RNF41
ENSG00000181856	SLC2A4
ENSG00000181873	IBA57
ENSG00000181894	ZNF329
ENSG00000181896	ZNF101
ENSG00000181904	C5orf24
ENSG00000181908	LINC02724
ENSG00000181915	ADO
ENSG00000181924	COA4
ENSG00000181929	PRKAG1
ENSG00000181938	GINS3
ENSG00000181965	NEUROG1
ENSG00000181982	CCDC149
ENSG00000181991	MRPS11
ENSG00000181995	LINC00301
ENSG00000182010	RTKN2
ENSG00000182013	PNMA8A
ENSG00000182022	CHST15
ENSG00000182035	ADIG
ENSG00000182040	USH1G
ENSG00000182048	TRPC2
ENSG00000182050	MGAT4C
ENSG00000182054	IDH2
ENSG00000182057	OGFRP1
ENSG00000182070	OR52A1
ENSG00000182087	TMEM259
ENSG00000182093	GET1
ENSG00000182095	TNRC18
ENSG00000182103	FAM181B
ENSG00000182107	TMEM30B
ENSG00000182108	DEXI
ENSG00000182109	
ENSG00000182117	NOP10
ENSG00000182118	FAM89A
ENSG00000182132	KCNIP1
ENSG00000182134	TDRKH
ENSG00000182141	ZNF708
ENSG00000182149	IST1
ENSG00000182150	ERCC6L2
ENSG00000182154	MRPL41
ENSG00000182156	ENPP7
ENSG00000182158	CREB3L2
ENSG00000182162	P2RY8
ENSG00000182165	TP53TG1
ENSG00000182168	UNC5C
ENSG00000182173	TSEN54
ENSG00000182175	RGMA
ENSG00000182179	UBA7
ENSG00000182180	MRPS16
ENSG00000182183	SHISAL2A
ENSG00000182185	RAD51B
ENSG00000182187	CRYGB
ENSG00000182195	LDOC1
ENSG00000182197	EXT1
ENSG00000182199	SHMT2
ENSG00000182208	MOB2
ENSG00000182218	HHIPL1
ENSG00000182220	ATP6AP2
ENSG00000182223	ZAR1
ENSG00000182224	CYB5D1
ENSG00000182230	FAM153B
ENSG00000182240	BACE2
ENSG00000182247	UBE2E2
ENSG00000182253	SYNM
ENSG00000182255	KCNA4
ENSG00000182256	GABRG3
ENSG00000182257	PRR34
ENSG00000182261	NLRP10
ENSG00000182263	FIGN
ENSG00000182264	IZUMO1
ENSG00000182272	B4GALNT4
ENSG00000182287	AP1S2
ENSG00000182307	C8orf33
ENSG00000182308	DCAF4L1
ENSG00000182310	SPACA6
ENSG00000182318	ZSCAN22
ENSG00000182324	KCNJ14
ENSG00000182325	FBXL6
ENSG00000182326	C1S
ENSG00000182327	GLTPD2
ENSG00000182329	KIAA2012
ENSG00000182333	LIPF
ENSG00000182346	DAOA
ENSG00000182348	ZNF804B
ENSG00000182352	C17orf77
ENSG00000182359	KBTBD3
ENSG00000182362	YBEY
ENSG00000182372	CLN8
ENSG00000182378	PLCXD1
ENSG00000182379	NXPH4
ENSG00000182389	CACNB4
ENSG00000182393	IFNL1
ENSG00000182397	DNM1P46
ENSG00000182400	TRAPPC6B
ENSG00000182405	PGBD4
ENSG00000182446	NPLOC4
ENSG00000182459	TEX19
ENSG00000182463	TSHZ2
ENSG00000182472	CAPN12
ENSG00000182473	EXOC7
ENSG00000182481	KPNA2
ENSG00000182489	XKRX
ENSG00000182492	BGN
ENSG00000182504	CEP97
ENSG00000182508	LHFPL1
ENSG00000182511	FES
ENSG00000182512	GLRX5
ENSG00000182518	FAM104B
ENSG00000182533	CAV3
ENSG00000182534	MXRA7
ENSG00000182541	LIMK2
ENSG00000182544	MFSD5
ENSG00000182551	ADI1
ENSG00000182557	SPNS3
ENSG00000182566	CLEC4G
ENSG00000182575	NXPH3
ENSG00000182578	CSF1R
ENSG00000182584	ACTL10
ENSG00000182586	LINC00334
ENSG00000182591	KRTAP11-1
ENSG00000182600	SNORC
ENSG00000182601	HS3ST4
ENSG00000182606	TRAK1
ENSG00000182612	TSPAN10
ENSG00000182621	PLCB1
ENSG00000182628	SKA2
ENSG00000182631	RXFP3
ENSG00000182632	CCNYL2
ENSG00000182636	NDN
ENSG00000182645	CCDC172
ENSG00000182648	LINC01006
ENSG00000182667	NTM
ENSG00000182670	TTC3
ENSG00000182674	KCNB2
ENSG00000182676	PPP1R27
ENSG00000182685	BRICD5
ENSG00000182700	IGIP
ENSG00000182704	TSKU
ENSG00000182718	ANXA2
ENSG00000182732	RGS6
ENSG00000182747	SLC35D3
ENSG00000182749	PAQR7
ENSG00000182752	PAPPA
ENSG00000182771	GRID1
ENSG00000182791	CCDC87
ENSG00000182795	C1orf116
ENSG00000182796	TMEM198B
ENSG00000182809	CRIP2
ENSG00000182810	DDX28
ENSG00000182827	ACBD3
ENSG00000182831	C16orf72
ENSG00000182836	PLCXD3
ENSG00000182853	VMO1
ENSG00000182858	ALG12
ENSG00000182866	LCK
ENSG00000182870	GALNT9
ENSG00000182871	COL18A1
ENSG00000182872	RBM10
ENSG00000182873	PRKCZ-AS1
ENSG00000182885	ADGRG3
ENSG00000182890	GLUD2
ENSG00000182896	TMEM95
ENSG00000182899	RPL35A
ENSG00000182901	RGS7
ENSG00000182902	SLC25A18
ENSG00000182912	TSPEAR-AS2
ENSG00000182916	TCEAL7
ENSG00000182919	C11orf54
ENSG00000182923	CEP63
ENSG00000182931	WFDC10B
ENSG00000182934	SRPRA
ENSG00000182944	EWSR1
ENSG00000182950	ODF3L1
ENSG00000182952	HMGN4
ENSG00000182963	GJC1
ENSG00000182968	SOX1
ENSG00000182973	CNOT10
ENSG00000182979	MTA1
ENSG00000182985	CADM1
ENSG00000182986	ZNF320
ENSG00000182993	C12orf60
ENSG00000183010	PYCR1
ENSG00000183011	NAA38
ENSG00000183018	SPNS2
ENSG00000183020	AP2A2
ENSG00000183023	SLC8A1
ENSG00000183024	OR1G1
ENSG00000183032	SLC25A21
ENSG00000183034	OTOP2
ENSG00000183035	CYLC1
ENSG00000183036	PCP4
ENSG00000183044	ABAT
ENSG00000183048	SLC25A10
ENSG00000183049	CAMK1D
ENSG00000183060	LYSMD4
ENSG00000183066	WBP2NL
ENSG00000183067	IGSF5
ENSG00000183072	NKX2-5
ENSG00000183077	AFMID
ENSG00000183087	GAS6
ENSG00000183090	FREM3
ENSG00000183091	NEB
ENSG00000183092	BEGAIN
ENSG00000183098	GPC6
ENSG00000183111	ARHGEF37
ENSG00000183114	FAM43B
ENSG00000183117	CSMD1
ENSG00000183128	CALHM3
ENSG00000183134	PTGDR2
ENSG00000183137	CEP57L1
ENSG00000183145	RIPPLY3
ENSG00000183146	PRORY
ENSG00000183150	GPR19
ENSG00000183153	GJD3
ENSG00000183154	
ENSG00000183155	RABIF
ENSG00000183160	TMEM119
ENSG00000183161	FANCF
ENSG00000183166	CALN1
ENSG00000183172	SMDT1
ENSG00000183185	GABRR3
ENSG00000183186	C2CD4C
ENSG00000183207	RUVBL2
ENSG00000183230	CTNNA3
ENSG00000183242	WT1-AS
ENSG00000183248	PRR36
ENSG00000183250	LINC01547
ENSG00000183255	PTTG1IP
ENSG00000183258	DDX41
ENSG00000183260	ABHD16B
ENSG00000183273	CCDC60
ENSG00000183283	DAZAP2
ENSG00000183287	CCBE1
ENSG00000183291	SELENOF
ENSG00000183304	FAM9A
ENSG00000183307	TMEM121B
ENSG00000183317	EPHA10
ENSG00000183323	CCDC125
ENSG00000183324	REC114
ENSG00000183337	BCOR
ENSG00000183340	JRKL
ENSG00000183346	CABCOCO1
ENSG00000183354	KIAA2026
ENSG00000183379	SYNDIG1L
ENSG00000183386	FHL3
ENSG00000183395	PMCH
ENSG00000183401	CCDC159
ENSG00000183421	RIPK4
ENSG00000183431	SF3A3
ENSG00000183434	TFDP3
ENSG00000183439	TRIM61
ENSG00000183454	GRIN2A
ENSG00000183470	
ENSG00000183475	ASB7
ENSG00000183479	TREX2
ENSG00000183484	GPR132
ENSG00000183486	MX2
ENSG00000183495	EP400
ENSG00000183496	MEX3B
ENSG00000183508	TENT5C
ENSG00000183513	COA5
ENSG00000183520	UTP11
ENSG00000183527	PSMG1
ENSG00000183530	PRR14L
ENSG00000183535	COL18A1-AS1
ENSG00000183549	ACSM5
ENSG00000183562	
ENSG00000183566	BPIFA4P
ENSG00000183569	SERHL2
ENSG00000183570	PCBP3
ENSG00000183576	SETD3
ENSG00000183579	ZNRF3
ENSG00000183580	FBXL7
ENSG00000183597	TANGO2
ENSG00000183605	SFXN4
ENSG00000183607	GKN2
ENSG00000183615	FAM167B
ENSG00000183617	MRPL54
ENSG00000183621	ZNF438
ENSG00000183624	HMCES
ENSG00000183625	CCR3
ENSG00000183631	PRR32
ENSG00000183638	RP1L1
ENSG00000183640	KRTAP8-1
ENSG00000183643	C15orf32
ENSG00000183644	C11orf88
ENSG00000183647	ZNF530
ENSG00000183648	NDUFB1
ENSG00000183654	MARCHF11
ENSG00000183655	KLHL25
ENSG00000183662	TAFA1
ENSG00000183665	TRMT12
ENSG00000183666	GUSBP1
ENSG00000183668	PSG9
ENSG00000183671	GPR1
ENSG00000183674	LINC00518
ENSG00000183682	BMP8A
ENSG00000183684	ALYREF
ENSG00000183688	RFLNB
ENSG00000183690	EFHC2
ENSG00000183691	NOG
ENSG00000183695	MRGPRX2
ENSG00000183696	UPP1
ENSG00000183709	IFNL2
ENSG00000183715	OPCML
ENSG00000183718	TRIM52
ENSG00000183722	LHFPL6
ENSG00000183723	CMTM4
ENSG00000183726	TMEM50A
ENSG00000183729	NPBWR1
ENSG00000183733	FIGLA
ENSG00000183734	ASCL2
ENSG00000183735	TBK1
ENSG00000183741	CBX6
ENSG00000183742	MACC1
ENSG00000183751	TBL3
ENSG00000183762	KREMEN1
ENSG00000183763	TRAIP
ENSG00000183770	FOXL2
ENSG00000183775	KCTD16
ENSG00000183779	ZNF703
ENSG00000183780	SLC35F3
ENSG00000183784	DOCK8-AS1
ENSG00000183785	TUBA8
ENSG00000183798	EMILIN3
ENSG00000183801	OLFML1
ENSG00000183807	FAM162B
ENSG00000183808	RBM12B
ENSG00000183813	CCR4
ENSG00000183814	LIN9
ENSG00000183822	NCF4-AS1
ENSG00000183826	BTBD9
ENSG00000183831	ANKRD45
ENSG00000183833	MAATS1
ENSG00000183837	PNMA3
ENSG00000183840	GPR39
ENSG00000183844	FAM3B
ENSG00000183853	KIRREL1
ENSG00000183856	IQGAP3
ENSG00000183864	TOB2
ENSG00000183873	SCN5A
ENSG00000183876	ARSI
ENSG00000183878	UTY
ENSG00000183888	SRARP
ENSG00000183891	TTC32
ENSG00000183908	LRRC55
ENSG00000183914	DNAH2
ENSG00000183943	PRKX
ENSG00000183955	KMT5A
ENSG00000183960	KCNH8
ENSG00000183963	SMTN
ENSG00000183971	NPW
ENSG00000183977	PP2D1
ENSG00000183978	COA3
ENSG00000183979	NPB
ENSG00000184005	ST6GALNAC3
ENSG00000184009	ACTG1
ENSG00000184012	TMPRSS2
ENSG00000184014	DENND5A
ENSG00000184029	DSCR4
ENSG00000184056	VPS33B
ENSG00000184058	TBX1
ENSG00000184060	ADAP2
ENSG00000184076	UQCR10
ENSG00000184083	FAM120C
ENSG00000184106	TREML3P
ENSG00000184108	TRIML1
ENSG00000184113	CLDN5
ENSG00000184117	NIPSNAP1
ENSG00000184144	CNTN2
ENSG00000184148	SPRR4
ENSG00000184154	LRTOMT
ENSG00000184156	KCNQ3
ENSG00000184160	ADRA2C
ENSG00000184162	NR2C2AP
ENSG00000184163	C1QTNF12
ENSG00000184164	CRELD2
ENSG00000184166	OR1D2
ENSG00000184178	SCFD2
ENSG00000184185	KCNJ12
ENSG00000184194	GPR173
ENSG00000184203	PPP1R2
ENSG00000184205	TSPYL2
ENSG00000184207	PGP
ENSG00000184208	C22orf46
ENSG00000184209	SNRNP35
ENSG00000184216	IRAK1
ENSG00000184220	CMSS1
ENSG00000184221	OLIG1
ENSG00000184224	C11orf72
ENSG00000184226	PCDH9
ENSG00000184232	OAF
ENSG00000184254	ALDH1A3
ENSG00000184258	CDR1
ENSG00000184261	KCNK12
ENSG00000184271	POU6F1
ENSG00000184277	TM2D3
ENSG00000184281	TSSC4
ENSG00000184292	TACSTD2
ENSG00000184293	CLECL1
ENSG00000184302	SIX6
ENSG00000184304	PRKD1
ENSG00000184305	CCSER1
ENSG00000184307	ZDHHC23
ENSG00000184321	OR51J1
ENSG00000184330	S100A7A
ENSG00000184343	SRPK3
ENSG00000184344	GDF3
ENSG00000184345	IQCF2
ENSG00000184347	SLIT3
ENSG00000184349	EFNA5
ENSG00000184351	KRTAP19-1
ENSG00000184357	H1-5
ENSG00000184361	SPATA32
ENSG00000184363	PKP3
ENSG00000184368	MAP7D2
ENSG00000184371	CSF1
ENSG00000184374	COLEC10
ENSG00000184378	ACTRT3
ENSG00000184381	PLA2G6
ENSG00000184384	MAML2
ENSG00000184385	UMODL1-AS1
ENSG00000184388	PABPC1L2B
ENSG00000184402	SS18L1
ENSG00000184408	KCND2
ENSG00000184414	IRS3P
ENSG00000184428	TOP1MT
ENSG00000184432	COPB2
ENSG00000184434	LRRC19
ENSG00000184436	THAP7
ENSG00000184441	
ENSG00000184445	KNTC1
ENSG00000184451	CCR10
ENSG00000184459	BPIFC
ENSG00000184465	WDR27
ENSG00000184470	TXNRD2
ENSG00000184481	FOXO4
ENSG00000184486	POU3F2
ENSG00000184489	PTP4A3
ENSG00000184497	TMEM255B
ENSG00000184500	PROS1
ENSG00000184502	GAST
ENSG00000184507	NUTM1
ENSG00000184508	HDDC3
ENSG00000184515	BEX5
ENSG00000184517	ZFP1
ENSG00000184524	CEND1
ENSG00000184530	C6orf58
ENSG00000184544	DHRS7C
ENSG00000184545	DUSP8
ENSG00000184557	SOCS3
ENSG00000184564	SLITRK6
ENSG00000184566	
ENSG00000184574	LPAR5
ENSG00000184575	XPOT
ENSG00000184584	STING1
ENSG00000184588	PDE4B
ENSG00000184601	C14orf180
ENSG00000184602	SNN
ENSG00000184608	FAM167A-AS1
ENSG00000184611	KCNH7
ENSG00000184613	NELL2
ENSG00000184634	MED12
ENSG00000184640	SEPTIN9
ENSG00000184647	PRSS55
ENSG00000184650	ODF4
ENSG00000184661	CDCA2
ENSG00000184669	OR7E14P
ENSG00000184672	RALYL
ENSG00000184675	AMER1
ENSG00000184677	ZBTB40
ENSG00000184678	H2BC21
ENSG00000184697	CLDN6
ENSG00000184698	OR51M1
ENSG00000184702	SEPTIN5
ENSG00000184708	EIF4ENIF1
ENSG00000184719	RNLS
ENSG00000184730	APOBR
ENSG00000184731	FAM110C
ENSG00000184735	DDX53
ENSG00000184743	ATL3
ENSG00000184752	NDUFA12
ENSG00000184774	MGAT4EP
ENSG00000184785	SMIM10
ENSG00000184786	TCTE3
ENSG00000184787	UBE2G2
ENSG00000184792	OSBP2
ENSG00000184809	B3GALT5-AS1
ENSG00000184811	TRARG1
ENSG00000184828	ZBTB7C
ENSG00000184831	APOO
ENSG00000184838	PRR16
ENSG00000184840	TMED9
ENSG00000184845	DRD1
ENSG00000184856	LINC00308
ENSG00000184857	TMEM186
ENSG00000184860	SDR42E1
ENSG00000184863	RBM33
ENSG00000184867	ARMCX2
ENSG00000184887	BTBD6
ENSG00000184895	SRY
ENSG00000184897	H1-10
ENSG00000184898	RBM43
ENSG00000184900	SUMO3
ENSG00000184903	IMMP2L
ENSG00000184905	TCEAL2
ENSG00000184908	CLCNKB
ENSG00000184916	JAG2
ENSG00000184922	FMNL1
ENSG00000184924	PTRHD1
ENSG00000184925	LCN12
ENSG00000184933	OR6A2
ENSG00000184937	WT1
ENSG00000184939	ZFP90
ENSG00000184956	MUC6
ENSG00000184967	NOC4L
ENSG00000184983	NDUFA6
ENSG00000184984	CHRM5
ENSG00000184985	SORCS2
ENSG00000184986	TMEM121
ENSG00000184988	TMEM106A
ENSG00000184990	SIVA1
ENSG00000184992	BRI3BP
ENSG00000185000	DGAT1
ENSG00000185002	RFX6
ENSG00000185008	ROBO2
ENSG00000185009	AP3M1
ENSG00000185010	F8
ENSG00000185015	CA13
ENSG00000185019	UBOX5
ENSG00000185022	MAFF
ENSG00000185024	BRF1
ENSG00000185033	SEMA4B
ENSG00000185038	MROH2A
ENSG00000185043	CIB1
ENSG00000185046	ANKS1B
ENSG00000185049	NELFA
ENSG00000185052	SLC24A3
ENSG00000185053	SGCZ
ENSG00000185056	C5orf47
ENSG00000185069	KRT76
ENSG00000185070	FLRT2
ENSG00000185085	INTS5
ENSG00000185087	
ENSG00000185088	RPS27L
ENSG00000185090	MANEAL
ENSG00000185100	ADSS1
ENSG00000185101	ANO9
ENSG00000185104	FAF1
ENSG00000185112	FAM43A
ENSG00000185122	HSF1
ENSG00000185127	C6orf120
ENSG00000185129	PURA
ENSG00000185130	H2BC13
ENSG00000185133	INPP5J
ENSG00000185149	NPY2R
ENSG00000185155	MIXL1
ENSG00000185156	MFSD6L
ENSG00000185158	LRRC37B
ENSG00000185163	DDX51
ENSG00000185168	LINC00482
ENSG00000185177	ZNF479
ENSG00000185186	LINC00313
ENSG00000185187	SIGIRR
ENSG00000185189	NRBP2
ENSG00000185201	IFITM2
ENSG00000185215	TNFAIP2
ENSG00000185219	ZNF445
ENSG00000185220	PGBD2
ENSG00000185222	TCEAL9
ENSG00000185231	MC2R
ENSG00000185236	RAB11B
ENSG00000185238	PRMT3
ENSG00000185245	GP1BA
ENSG00000185246	PRPF39
ENSG00000185247	MAGEA11
ENSG00000185250	PPIL6
ENSG00000185252	ZNF74
ENSG00000185261	KIAA0825
ENSG00000185262	UBALD2
ENSG00000185264	TEX33
ENSG00000185267	CDNF
ENSG00000185269	NOTUM
ENSG00000185272	RBM11
ENSG00000185274	GALNT17
ENSG00000185278	ZBTB37
ENSG00000185291	IL3RA
ENSG00000185294	SPPL2C
ENSG00000185298	CCDC137
ENSG00000185303	SFTPA2
ENSG00000185305	ARL15
ENSG00000185306	C12orf56
ENSG00000185313	SCN10A
ENSG00000185324	CDK10
ENSG00000185332	
ENSG00000185338	SOCS1
ENSG00000185339	TCN2
ENSG00000185340	GAS2L1
ENSG00000185344	ATP6V0A2
ENSG00000185345	PRKN
ENSG00000185347	TEDC1
ENSG00000185352	HS6ST3
ENSG00000185359	HGS
ENSG00000185361	TNFAIP8L1
ENSG00000185385	OR7A17
ENSG00000185386	MAPK11
ENSG00000185404	SP140L
ENSG00000185418	TARS3
ENSG00000185420	SMYD3
ENSG00000185432	METTL7A
ENSG00000185433	LINC00158
ENSG00000185436	IFNLR1
ENSG00000185437	SH3BGR
ENSG00000185442	FAM174B
ENSG00000185448	FAM47A
ENSG00000185475	TMEM179B
ENSG00000185477	GPRIN3
ENSG00000185479	KRT6B
ENSG00000185480	PARPBP
ENSG00000185482	STAC3
ENSG00000185483	ROR1
ENSG00000185499	MUC1
ENSG00000185504	FAAP100
ENSG00000185507	IRF7
ENSG00000185513	L3MBTL1
ENSG00000185515	BRCC3
ENSG00000185518	SV2B
ENSG00000185522	LMNTD2
ENSG00000185523	SPATA45
ENSG00000185527	PDE6G
ENSG00000185532	PRKG1
ENSG00000185551	NR2F2
ENSG00000185559	DLK1
ENSG00000185565	LSAMP
ENSG00000185567	AHNAK2
ENSG00000185585	OLFML2A
ENSG00000185591	SP1
ENSG00000185594	SPATA8
ENSG00000185608	MRPL40
ENSG00000185614	INKA1
ENSG00000185615	PDIA2
ENSG00000185619	PCGF3
ENSG00000185621	LMLN
ENSG00000185624	P4HB
ENSG00000185627	PSMD13
ENSG00000185630	PBX1
ENSG00000185633	NDUFA4L2
ENSG00000185634	SHC4
ENSG00000185640	KRT79
ENSG00000185650	ZFP36L1
ENSG00000185651	UBE2L3
ENSG00000185652	NTF3
ENSG00000185658	BRWD1
ENSG00000185664	PMEL
ENSG00000185666	SYN3
ENSG00000185668	POU3F1
ENSG00000185669	SNAI3
ENSG00000185670	
ENSG00000185674	LYG2
ENSG00000185681	MORN5
ENSG00000185684	EP400P1
ENSG00000185686	PRAME
ENSG00000185689	C6orf201
ENSG00000185697	MYBL1
